class,Left_THUMB_CMC_x,Left_THUMB_CMC_y,Left_THUMB_CMC_z,Left_THUMB_MCP_x,Left_THUMB_MCP_y,Left_THUMB_MCP_z,Left_THUMB_IP_x,Left_THUMB_IP_y,Left_THUMB_IP_z,Left_THUMB_TIP_x,Left_THUMB_TIP_y,Left_THUMB_TIP_z,Left_INDEX_FINGER_MCP_x,Left_INDEX_FINGER_MCP_y,Left_INDEX_FINGER_MCP_z,Left_INDEX_FINGER_PIP_x,Left_INDEX_FINGER_PIP_y,Left_INDEX_FINGER_PIP_z,Left_INDEX_FINGER_DIP_x,Left_INDEX_FINGER_DIP_y,Left_INDEX_FINGER_DIP_z,Left_INDEX_FINGER_TIP_x,Left_INDEX_FINGER_TIP_y,Left_INDEX_FINGER_TIP_z,Left_MIDDLE_FINGER_MCP_x,Left_MIDDLE_FINGER_MCP_y,Left_MIDDLE_FINGER_MCP_z,Left_MIDDLE_FINGER_PIP_x,Left_MIDDLE_FINGER_PIP_y,Left_MIDDLE_FINGER_PIP_z,Left_MIDDLE_FINGER_DIP_x,Left_MIDDLE_FINGER_DIP_y,Left_MIDDLE_FINGER_DIP_z,Left_MIDDLE_FINGER_TIP_x,Left_MIDDLE_FINGER_TIP_y,Left_MIDDLE_FINGER_TIP_z,Left_RING_FINGER_MCP_x,Left_RING_FINGER_MCP_y,Left_RING_FINGER_MCP_z,Left_RING_FINGER_PIP_x,Left_RING_FINGER_PIP_y,Left_RING_FINGER_PIP_z,Left_RING_FINGER_DIP_x,Left_RING_FINGER_DIP_y,Left_RING_FINGER_DIP_z,Left_RING_FINGER_TIP_x,Left_RING_FINGER_TIP_y,Left_RING_FINGER_TIP_z,Left_PINKY_MCP_x,Left_PINKY_MCP_y,Left_PINKY_MCP_z,Left_PINKY_PIP_x,Left_PINKY_PIP_y,Left_PINKY_PIP_z,Left_PINKY_DIP_x,Left_PINKY_DIP_y,Left_PINKY_DIP_z,Left_PINKY_TIP_x,Left_PINKY_TIP_y,Left_PINKY_TIP_z,Right_THUMB_CMC_x,Right_THUMB_CMC_y,Right_THUMB_CMC_z,Right_THUMB_MCP_x,Right_THUMB_MCP_y,Right_THUMB_MCP_z,Right_THUMB_IP_x,Right_THUMB_IP_y,Right_THUMB_IP_z,Right_THUMB_TIP_x,Right_THUMB_TIP_y,Right_THUMB_TIP_z,Right_INDEX_FINGER_MCP_x,Right_INDEX_FINGER_MCP_y,Right_INDEX_FINGER_MCP_z,Right_INDEX_FINGER_PIP_x,Right_INDEX_FINGER_PIP_y,Right_INDEX_FINGER_PIP_z,Right_INDEX_FINGER_DIP_x,Right_INDEX_FINGER_DIP_y,Right_INDEX_FINGER_DIP_z,Right_INDEX_FINGER_TIP_x,Right_INDEX_FINGER_TIP_y,Right_INDEX_FINGER_TIP_z,Right_MIDDLE_FINGER_MCP_x,Right_MIDDLE_FINGER_MCP_y,Right_MIDDLE_FINGER_MCP_z,Right_MIDDLE_FINGER_PIP_x,Right_MIDDLE_FINGER_PIP_y,Right_MIDDLE_FINGER_PIP_z,Right_MIDDLE_FINGER_DIP_x,Right_MIDDLE_FINGER_DIP_y,Right_MIDDLE_FINGER_DIP_z,Right_MIDDLE_FINGER_TIP_x,Right_MIDDLE_FINGER_TIP_y,Right_MIDDLE_FINGER_TIP_z,Right_RING_FINGER_MCP_x,Right_RING_FINGER_MCP_y,Right_RING_FINGER_MCP_z,Right_RING_FINGER_PIP_x,Right_RING_FINGER_PIP_y,Right_RING_FINGER_PIP_z,Right_RING_FINGER_DIP_x,Right_RING_FINGER_DIP_y,Right_RING_FINGER_DIP_z,Right_RING_FINGER_TIP_x,Right_RING_FINGER_TIP_y,Right_RING_FINGER_TIP_z,Right_PINKY_MCP_x,Right_PINKY_MCP_y,Right_PINKY_MCP_z,Right_PINKY_PIP_x,Right_PINKY_PIP_y,Right_PINKY_PIP_z,Right_PINKY_DIP_x,Right_PINKY_DIP_y,Right_PINKY_DIP_z,Right_PINKY_TIP_x,Right_PINKY_TIP_y,Right_PINKY_TIP_z
P,-0.068259656,0.011764496,-0.003186229,-0.155645311,-0.029847861,-0.009481647,-0.218953252,-0.052044452,-0.020503286,-0.262677789,-0.08192581,-0.031625369,-0.131980836,-0.203511507,0.009429118,-0.209388494,-0.199603707,-0.018195779,-0.258783102,-0.153468073,-0.045478111,-0.284998864,-0.100741774,-0.062857845,-0.113011062,-0.237742961,-0.007599003,-0.215983689,-0.22954768,-0.035364167,-0.268178135,-0.168457538,-0.060337984,-0.294477224,-0.100453973,-0.07517475,-0.092563212,-0.245404601,-0.028146726,-0.201050639,-0.259806633,-0.058753183,-0.259924233,-0.20218584,-0.072814749,-0.292480886,-0.136803419,-0.076912531,-0.07646656,-0.220494748,-0.048978643,-0.174013078,-0.224035412,-0.078672984,-0.23168245,-0.190910876,-0.088320838,-0.26906079,-0.148847908,-0.090171286,0.088962853,-0.049605012,0.001275304,0.159899384,-0.102160275,-0.025930618,0.220234871,-0.1220088,-0.056406663,0.241984159,-0.145200431,-0.085326281,0.103834659,-0.251296043,-0.080961277,0.140576125,-0.358573794,-0.138853912,0.163010747,-0.433692366,-0.171702777,0.16517061,-0.496366143,-0.187066262,0.069978625,-0.231357097,-0.103493963,0.191742033,-0.207759142,-0.146080439,0.207452625,-0.119213819,-0.13566183,0.183439017,-0.07649076,-0.11971416,0.044938207,-0.162011921,-0.124523853,0.174337387,-0.126769006,-0.163134848,0.184883267,-0.060506701,-0.129548733,0.157759995,-0.045997977,-0.095838596,0.038309068,-0.077443301,-0.145199557,0.145695925,-0.062723994,-0.160915111,0.168469072,-0.034502983,-0.128508051,0.154004157,-0.0258286,-0.098649216
P,-0.065737844,0.02163142,-0.009829819,-0.147316754,-0.006109834,-0.021244574,-0.209791482,-0.028798908,-0.034878266,-0.249838024,-0.059835076,-0.048999948,-0.123134792,-0.157283962,-0.009283538,-0.199445426,-0.151254743,-0.039999591,-0.24527818,-0.109516799,-0.067696956,-0.266558379,-0.061955988,-0.085194734,-0.106569886,-0.197856575,-0.021613944,-0.20591253,-0.188887119,-0.051245914,-0.257332772,-0.129492521,-0.076060054,-0.282820761,-0.06286481,-0.091695604,-0.087839603,-0.212743223,-0.036783492,-0.191676438,-0.229933709,-0.067585116,-0.250066191,-0.174892813,-0.082498242,-0.282073855,-0.109082818,-0.088396636,-0.072330475,-0.195383727,-0.052402937,-0.162905812,-0.199806988,-0.083154795,-0.217289925,-0.166744411,-0.094402132,-0.253277361,-0.123686373,-0.098091972,0.088300973,-0.055847586,-0.009693552,0.137052447,-0.118760288,-0.036489825,0.183828563,-0.160229981,-0.068074319,0.206737369,-0.21111238,-0.098404478,0.077879489,-0.300350726,-0.050251982,0.106237114,-0.396603644,-0.092818375,0.126354814,-0.470679194,-0.119090076,0.133428872,-0.536411137,-0.136228028,0.035180658,-0.279301465,-0.073829341,0.165334463,-0.260797501,-0.122838225,0.175245345,-0.171983242,-0.127560529,0.14776054,-0.139441073,-0.121802244,0.009941191,-0.218518675,-0.098492782,0.135875344,-0.191645265,-0.149235654,0.148807287,-0.115681351,-0.133454609,0.119849741,-0.097174704,-0.111733075,0.000700235,-0.143786609,-0.124044295,0.10337159,-0.133484304,-0.152398113,0.128292233,-0.089279712,-0.132395941,0.110205919,-0.070131362,-0.111104782
P,-0.082199693,0.004560411,0.0031977,-0.178827584,-0.047718971,0.001989233,-0.249566734,-0.07008928,-0.007077544,-0.290900946,-0.108140438,-0.014307627,-0.142783642,-0.216453552,0.033448571,-0.218023479,-0.213359355,0.006972707,-0.278184325,-0.179345637,-0.02221573,-0.321937144,-0.135892093,-0.041772718,-0.123696089,-0.243985533,0.011648855,-0.227825523,-0.248183786,-0.013349789,-0.286958367,-0.198547691,-0.037868919,-0.322943807,-0.137040108,-0.051957979,-0.10367322,-0.249601632,-0.015267033,-0.213301659,-0.266118854,-0.041363391,-0.27952838,-0.213706165,-0.053733277,-0.321033597,-0.153351932,-0.057295202,-0.090511561,-0.225811421,-0.043269029,-0.193626345,-0.230420857,-0.068425777,-0.256347239,-0.20035088,-0.076725389,-0.298094124,-0.160798579,-0.077839556,0.075489134,-0.066701293,0.005678242,0.137314737,-0.116955281,-0.021797402,0.19246921,-0.137262345,-0.053301385,0.221225918,-0.139501214,-0.085178668,0.093253792,-0.251634002,-0.076242792,0.123254925,-0.353578925,-0.132898608,0.145029843,-0.430187345,-0.165254155,0.151548833,-0.485699773,-0.180384377,0.056839198,-0.229749143,-0.101118351,0.174902171,-0.213058472,-0.1415175,0.190920174,-0.129238904,-0.129832724,0.17182529,-0.086332619,-0.112716178,0.032051444,-0.1597327,-0.123974959,0.159855247,-0.123497546,-0.162006075,0.16900146,-0.051354409,-0.12846672,0.142663688,-0.031514168,-0.094321149,0.022119761,-0.075769306,-0.145719344,0.126822144,-0.064871073,-0.158170888,0.146660954,-0.030368507,-0.121310802,0.12788716,-0.012147963,-0.088233726
P,-0.067069888,0.014103651,-0.009749395,-0.151768744,-0.025230199,-0.020768855,-0.218241275,-0.047668934,-0.033829197,-0.260167569,-0.080983698,-0.046499461,-0.112163723,-0.206883222,-0.006942914,-0.195464373,-0.195380062,-0.036222026,-0.251740992,-0.150469899,-0.063677467,-0.28223604,-0.099505693,-0.081249982,-0.094826639,-0.240819871,-0.019424655,-0.207828045,-0.226931602,-0.04744583,-0.263810754,-0.159863829,-0.069734693,-0.29031691,-0.089349359,-0.082924783,-0.079803229,-0.243511975,-0.034849606,-0.195840896,-0.258336425,-0.063761368,-0.25715667,-0.200918764,-0.074485742,-0.289351046,-0.135571837,-0.0770564,-0.072255552,-0.208298325,-0.051040426,-0.168708742,-0.21332398,-0.080443934,-0.226374746,-0.181692004,-0.088905178,-0.262632907,-0.139760703,-0.089816123,0.083826453,-0.057000637,-0.01529027,0.130063027,-0.116805553,-0.046772514,0.172689736,-0.160479188,-0.081332323,0.194453359,-0.202773273,-0.115023684,0.0685983,-0.2922194,-0.060209904,0.093718261,-0.38815397,-0.104109083,0.10955298,-0.464791656,-0.129279603,0.112701178,-0.529598534,-0.145414118,0.025146753,-0.273417652,-0.08042596,0.145459235,-0.257922292,-0.127864186,0.160748601,-0.169630528,-0.128869419,0.142300636,-0.136137366,-0.121716898,-0.003191978,-0.215239882,-0.101958331,0.120665014,-0.18188858,-0.151295741,0.132418663,-0.110373795,-0.134992559,0.109025508,-0.091372967,-0.11419056,-0.014189958,-0.1393255,-0.124724787,0.07970956,-0.130946875,-0.15223733,0.114680737,-0.091803193,-0.133547385,0.114764184,-0.071158648,-0.114035171
P,-0.09439534,0.005204797,-0.000206918,-0.193841935,-0.048505634,-0.005651572,-0.266699493,-0.076254904,-0.017728099,-0.311012298,-0.108824909,-0.028484553,-0.158016921,-0.223877609,0.024255632,-0.242691458,-0.206762642,-0.006832927,-0.29621166,-0.170442969,-0.040248768,-0.331430316,-0.127647638,-0.06202743,-0.137662948,-0.251368016,0.003579739,-0.253906429,-0.256513536,-0.026162779,-0.306643904,-0.197787941,-0.05396335,-0.333463759,-0.130672842,-0.069571359,-0.11628151,-0.25475049,-0.021892587,-0.231944621,-0.276947379,-0.050365927,-0.295938254,-0.222863495,-0.065396001,-0.331746817,-0.161491364,-0.071118353,-0.104396582,-0.22573486,-0.048423463,-0.20842588,-0.232835323,-0.074220268,-0.270035446,-0.203388423,-0.083631923,-0.310423404,-0.164978504,-0.086071497,0.089429676,-0.057134032,0.004371789,0.151595056,-0.108848333,-0.022584724,0.206584334,-0.134968579,-0.053743106,0.227372527,-0.154175579,-0.084356144,0.103097349,-0.267133295,-0.071754843,0.136255294,-0.370777428,-0.1263958,0.158650308,-0.447836041,-0.157911756,0.162873447,-0.508662581,-0.173166715,0.067603945,-0.247407436,-0.096228779,0.184615522,-0.223904908,-0.134229653,0.195245623,-0.138154268,-0.12217702,0.173652947,-0.09864974,-0.106498488,0.040921926,-0.180164039,-0.119459562,0.165384054,-0.138911366,-0.156017222,0.173785388,-0.069894373,-0.122786701,0.14751333,-0.055518031,-0.090622887,0.029462725,-0.094530046,-0.142259472,0.133023172,-0.081757843,-0.156109877,0.158911258,-0.045993328,-0.122477815,0.145685583,-0.030304909,-0.092670992
P,-0.054003954,0.0200091,-0.013871348,-0.141021073,-0.014109195,-0.025161497,-0.20729959,-0.036380977,-0.037443013,-0.251500815,-0.070703924,-0.049194851,-0.111721694,-0.173710525,-0.014153438,-0.190263033,-0.184919596,-0.044391842,-0.247244775,-0.148548037,-0.070187555,-0.274513215,-0.101682365,-0.086373956,-0.094982028,-0.209318936,-0.024986177,-0.195104122,-0.224450857,-0.055968956,-0.252518624,-0.167538911,-0.078821474,-0.280334532,-0.100707293,-0.091580161,-0.076928615,-0.218002856,-0.038915874,-0.18380022,-0.254854143,-0.071266779,-0.247844815,-0.202076882,-0.084903919,-0.28308174,-0.137639642,-0.088977077,-0.064081192,-0.192771286,-0.05353987,-0.157932937,-0.206047476,-0.087221333,-0.217610061,-0.173741103,-0.100144209,-0.257020473,-0.132660091,-0.104158455,0.088737965,-0.063336074,-0.012243657,0.137376964,-0.124573707,-0.04186655,0.183434308,-0.163128793,-0.075447937,0.209350527,-0.20963788,-0.107525987,0.077573836,-0.306639552,-0.052633902,0.10853082,-0.399579882,-0.094883954,0.128391355,-0.474744826,-0.120716942,0.135150045,-0.538981378,-0.13768283,0.036399126,-0.283989846,-0.075134208,0.162125588,-0.264670789,-0.12130667,0.173272699,-0.178768098,-0.124657778,0.150165856,-0.147480666,-0.119506767,0.010386288,-0.222938656,-0.098863197,0.134880215,-0.19189459,-0.146351044,0.143775344,-0.120973944,-0.129616534,0.116714835,-0.104180038,-0.108945516,0.000513017,-0.146160066,-0.123907705,0.099198908,-0.133963465,-0.14957947,0.124492198,-0.093030154,-0.129051094,0.110980392,-0.075033366,-0.108395835
P,-0.07790196,0.033627689,-0.025443861,-0.157364011,0.02657783,-0.053307687,-0.224121988,0.020297408,-0.079846644,-0.276846767,-0.009356827,-0.104725101,-0.152596355,-0.148850143,-0.045684905,-0.227823079,-0.170702368,-0.088810408,-0.270759612,-0.131647259,-0.120871366,-0.286972583,-0.079457641,-0.139955246,-0.133826435,-0.176345378,-0.05345997,-0.226174534,-0.192482293,-0.099180268,-0.273994565,-0.132318676,-0.126749658,-0.289500773,-0.065613091,-0.141189554,-0.109426558,-0.184068203,-0.06367384,-0.206201017,-0.205373988,-0.103566082,-0.263250709,-0.151892513,-0.118347333,-0.286512971,-0.08847481,-0.121835546,-0.084055543,-0.168657899,-0.075122604,-0.164458513,-0.179868877,-0.107617238,-0.222250402,-0.147043467,-0.118910813,-0.257374108,-0.104369491,-0.121721999,0.038180143,-0.004796386,-0.018629076,0.1066598,-0.001760125,-0.057668886,0.160699904,0.025945842,-0.091272386,0.194898099,0.062505841,-0.122214185,0.076975316,-0.078241825,-0.140499885,0.187472582,-0.052458644,-0.180866057,0.193245173,0.004754185,-0.177958558,0.165296853,0.026857614,-0.167916546,0.057727128,-0.047388852,-0.151537666,0.189009875,-0.004178703,-0.19386063,0.17893371,0.057988226,-0.179221923,0.13749963,0.077337026,-0.163940886,0.041344106,0.004247725,-0.15718242,0.174723357,0.049876034,-0.187918345,0.161645591,0.096607089,-0.155781309,0.123165399,0.101616859,-0.130145634,0.029084563,0.063646495,-0.162542561,0.130362481,0.098678112,-0.181190575,0.134154052,0.12633574,-0.159754405,0.112802535,0.131601631,-0.142086814
P,-0.061975181,0.02912271,-0.00772072,-0.142293512,0.009731769,-0.017504512,-0.198746323,-0.010365606,-0.028725347,-0.237919569,-0.025254906,-0.04011418,-0.125966131,-0.153659016,-0.009677977,-0.19034779,-0.161028177,-0.036033736,-0.233392268,-0.121483237,-0.058640295,-0.251335263,-0.075030983,-0.073128634,-0.104827821,-0.182503343,-0.020783023,-0.184530794,-0.18254301,-0.048309327,-0.23009333,-0.125164062,-0.067807944,-0.249786973,-0.066835136,-0.078410738,-0.082879781,-0.185574472,-0.034437631,-0.17098087,-0.197736711,-0.062705078,-0.221938878,-0.146841675,-0.073610806,-0.24693337,-0.091810346,-0.076158189,-0.061633229,-0.159776748,-0.048375671,-0.135927856,-0.159237028,-0.078365752,-0.18758738,-0.130495102,-0.089905308,-0.223188996,-0.099255264,-0.093154849,0.049451262,-0.056622506,-0.010364757,0.110175073,-0.094419241,-0.04361924,0.155697942,-0.094479859,-0.076394698,0.17983684,-0.073373139,-0.106951645,0.074299187,-0.170116246,-0.094824588,0.167040527,-0.156991423,-0.139025366,0.194003582,-0.095461905,-0.149374864,0.182843745,-0.053418279,-0.147019124,0.049578518,-0.134387255,-0.109676755,0.167144299,-0.102039755,-0.149549595,0.185974419,-0.038023472,-0.140804997,0.171190113,-0.010863245,-0.127624279,0.033392728,-0.071977079,-0.122040248,0.152710587,-0.040840269,-0.149263463,0.168432325,0.01110059,-0.1202097,0.150228203,0.030941367,-0.093825756,0.025354624,-0.005830169,-0.135123751,0.124066145,0.015056788,-0.147818244,0.145084977,0.038866698,-0.124988465,0.136294663,0.050553023,-0.10357879
P,-0.067570031,0.040154577,0.001312025,-0.140506924,0.05286184,-0.006253047,-0.192652107,0.067219585,-0.01783262,-0.230298669,0.079233855,-0.030162082,-0.161505878,-0.086057648,0.003288291,-0.21780786,-0.036553681,-0.023005929,-0.249471158,0.011734218,-0.049023485,-0.263561249,0.058831305,-0.065294715,-0.145317793,-0.102992996,-0.01171649,-0.214509637,-0.04772231,-0.035529195,-0.246167452,0.012331635,-0.055084272,-0.257645369,0.070259393,-0.066959622,-0.125284136,-0.097819894,-0.029226607,-0.199397684,-0.056742519,-0.051955535,-0.237124652,-0.004072457,-0.061229861,-0.254622817,0.046343535,-0.064097675,-0.102438569,-0.067470282,-0.046911674,-0.168425858,-0.037798851,-0.0681256,-0.206295967,-0.006218254,-0.074033002,-0.230950952,0.023211688,-0.074490393,0.051334917,-0.053431928,-0.005253211,0.101534903,-0.095630944,-0.036929482,0.146767735,-0.101976931,-0.072347877,0.18008849,-0.109014273,-0.110979555,0.044590324,-0.202732861,-0.068981839,0.077964008,-0.25209415,-0.112206546,0.103547782,-0.295525611,-0.138011953,0.111087292,-0.340404213,-0.154021716,0.010672897,-0.176126421,-0.091047061,0.132729292,-0.152883649,-0.135367071,0.155268401,-0.073747516,-0.135631567,0.14049235,-0.040532351,-0.128992369,-0.008822233,-0.112503171,-0.111733494,0.115015954,-0.073428273,-0.152362367,0.131342679,-0.009960771,-0.132131448,0.106703818,0.008551776,-0.110682798,-0.017550379,-0.040070892,-0.132280385,0.079249203,-0.021920681,-0.15256465,0.105855256,0.012265444,-0.130368164,0.097111851,0.031135142,-0.11060336
P,-0.061061084,0.045943618,-0.00757989,-0.138721227,0.056438923,-0.015777733,-0.196800709,0.062656015,-0.025267292,-0.238129973,0.064560026,-0.034702211,-0.165295899,-0.098103911,-0.005406056,-0.219795078,-0.046622425,-0.030394926,-0.252090275,0.00270927,-0.053815886,-0.268450141,0.049128234,-0.069487951,-0.152763247,-0.121369868,-0.015118025,-0.223074198,-0.056415349,-0.040723577,-0.253794402,0.011722058,-0.060728974,-0.266937852,0.076827526,-0.07305067,-0.134498298,-0.119169846,-0.027647,-0.211684704,-0.069071949,-0.053853776,-0.250254571,-0.006241024,-0.064886026,-0.271699369,0.052440465,-0.068995349,-0.112260043,-0.089005083,-0.040916588,-0.173773527,-0.059217155,-0.067935183,-0.213234663,-0.025840521,-0.078890845,-0.243585407,0.005946398,-0.082788393,0.111798853,-0.047484756,0.004538087,0.17056802,-0.120009065,-0.017113166,0.214952827,-0.167136967,-0.045138281,0.227032394,-0.201557398,-0.072263439,0.098786802,-0.297922611,-0.048432243,0.131928534,-0.402620614,-0.091647398,0.157798797,-0.475509137,-0.116331485,0.163548351,-0.538689762,-0.129983221,0.059922517,-0.281569719,-0.074920778,0.188965977,-0.255533338,-0.115374912,0.192230136,-0.164935291,-0.110411954,0.165292174,-0.13558811,-0.098782462,0.033935816,-0.218097925,-0.101131704,0.16583851,-0.182611942,-0.142174606,0.171055526,-0.104584515,-0.118396659,0.140172542,-0.09268558,-0.092435767,0.023545892,-0.135403633,-0.127093856,0.130897552,-0.125282466,-0.145671148,0.155746997,-0.078042984,-0.119665508,0.140541494,-0.058205843,-0.095787723
P,-0.061560929,0.034114241,-0.010686186,-0.146813512,0.025211155,-0.022729653,-0.208140016,0.010973632,-0.035491218,-0.248761863,-0.007775963,-0.048105651,-0.124399662,-0.141853095,-0.01857567,-0.197220088,-0.141003848,-0.049149384,-0.246756971,-0.098038942,-0.074072046,-0.272052467,-0.048408956,-0.089639579,-0.108441234,-0.169649005,-0.029507212,-0.197226942,-0.168227494,-0.062466325,-0.246197582,-0.104415685,-0.084724372,-0.268233747,-0.039962024,-0.096496267,-0.092921615,-0.169383586,-0.042743394,-0.187781036,-0.182705731,-0.074869474,-0.242028714,-0.1259529,-0.088253272,-0.269764454,-0.066316247,-0.091816788,-0.079883993,-0.138952911,-0.056216759,-0.159029186,-0.137279869,-0.08764076,-0.210566402,-0.107996464,-0.100131345,-0.245413304,-0.077200383,-0.10401727,0.094065279,-0.07688427,-0.012642644,0.143534631,-0.139582992,-0.039122386,0.185650766,-0.182202101,-0.069222761,0.20697093,-0.233128667,-0.097006751,0.078042478,-0.319828987,-0.046138698,0.111567348,-0.410262406,-0.086169807,0.13145563,-0.48402971,-0.112484997,0.137884408,-0.549630404,-0.129794282,0.03529042,-0.297160506,-0.06698971,0.16200304,-0.278617621,-0.110027721,0.17267704,-0.197524369,-0.116628436,0.144715995,-0.165896595,-0.11440934,0.010232836,-0.236455798,-0.08917248,0.136087954,-0.2059232,-0.134866891,0.146900714,-0.136931062,-0.123308597,0.118799567,-0.11882782,-0.106260625,0.002956629,-0.160255373,-0.11288472,0.106073648,-0.14225173,-0.137968151,0.13441664,-0.102056682,-0.121009653,0.120946378,-0.080134213,-0.102757847
P,-0.051126242,0.01772517,-0.013493494,-0.146610975,-0.028764546,-0.021088275,-0.21453017,-0.054992914,-0.031214063,-0.24601078,-0.093109041,-0.039909341,-0.10502249,-0.193654269,-0.000819831,-0.18124187,-0.20201537,-0.033146922,-0.244686067,-0.165000379,-0.063352981,-0.284731179,-0.114149541,-0.082786464,-0.086196959,-0.226055026,-0.012025019,-0.191890836,-0.238143802,-0.045386647,-0.251312494,-0.183463782,-0.072025062,-0.283012003,-0.115218252,-0.085895107,-0.065659344,-0.23486793,-0.027508332,-0.17203176,-0.266926885,-0.061258194,-0.240383774,-0.215004086,-0.076700822,-0.282567024,-0.149221629,-0.08046952,-0.052428782,-0.212224305,-0.044260264,-0.148563564,-0.222073346,-0.079656371,-0.212476849,-0.192939669,-0.094019891,-0.255467057,-0.150534689,-0.097423979,0.096090913,-0.066193819,0.011062665,0.165663361,-0.129426717,-0.014294557,0.222562432,-0.155567169,-0.045961801,0.238318026,-0.168685376,-0.077494114,0.106990099,-0.271122813,-0.06756901,0.148529798,-0.381496131,-0.121289134,0.174649507,-0.456017792,-0.151440434,0.179593652,-0.519336581,-0.165618531,0.073500723,-0.247884392,-0.095866509,0.197025388,-0.218250095,-0.134229861,0.207481176,-0.131350874,-0.123643145,0.180863082,-0.095189988,-0.109663561,0.048796922,-0.180575847,-0.122421726,0.182306826,-0.151185631,-0.158180408,0.189968407,-0.079819798,-0.127724804,0.160888582,-0.059608399,-0.097924895,0.043503582,-0.097595334,-0.147677578,0.153901964,-0.095490753,-0.15688508,0.171773493,-0.056336402,-0.12253651,0.151013911,-0.033384442,-0.093742132
P,-0.056323707,0.032742232,-0.011781239,-0.139691889,0.01237598,-0.022734109,-0.201163887,-0.005043835,-0.034738248,-0.243031054,-0.029738993,-0.04647001,-0.122533977,-0.154422254,-0.014451922,-0.193783104,-0.153100402,-0.045571522,-0.24612534,-0.111581386,-0.073243031,-0.27281776,-0.060710073,-0.090655976,-0.107257664,-0.186317981,-0.025435674,-0.197171628,-0.188839883,-0.058246826,-0.24884504,-0.127968401,-0.083340885,-0.272295147,-0.058747173,-0.097094366,-0.091275095,-0.190369159,-0.038984967,-0.186346054,-0.212373466,-0.070008548,-0.245801091,-0.159102351,-0.08473684,-0.278124213,-0.095484704,-0.089707488,-0.078698337,-0.160600514,-0.053159004,-0.162035822,-0.163304389,-0.083855921,-0.21813476,-0.13410461,-0.096345068,-0.256542742,-0.09894535,-0.100201228,0.099138439,-0.047199368,0.008389538,0.162850678,-0.10887146,-0.014398992,0.21650964,-0.140317321,-0.041747897,0.236584365,-0.16621989,-0.067482836,0.105702519,-0.260163605,-0.068271659,0.145324647,-0.367135048,-0.124341763,0.172483712,-0.443470746,-0.155495904,0.179578423,-0.504424125,-0.169725037,0.073603302,-0.239808261,-0.09364511,0.193225145,-0.219803214,-0.134611256,0.204744875,-0.130532324,-0.121451675,0.178120762,-0.088496268,-0.103032372,0.050840378,-0.173681199,-0.11794991,0.181105316,-0.14579922,-0.15512932,0.189983696,-0.074035287,-0.1187459,0.161048412,-0.055541515,-0.082593723,0.046000451,-0.093393564,-0.141654483,0.151591182,-0.084840238,-0.154960699,0.17145887,-0.04493767,-0.119909226,0.152578205,-0.022537351,-0.088016174
P,-0.062925041,0.013422132,-0.008619488,-0.163597286,-0.037073076,-0.014792912,-0.236880004,-0.0608145,-0.024980029,-0.269073188,-0.099160075,-0.033226713,-0.12256068,-0.206584424,0.011068101,-0.199048519,-0.211423963,-0.019914882,-0.262410998,-0.176881671,-0.050988227,-0.308691621,-0.126069873,-0.071183853,-0.104200006,-0.232490271,-0.003715912,-0.214226782,-0.245061189,-0.034995787,-0.272307664,-0.19332695,-0.062396802,-0.307686448,-0.126900554,-0.076871082,-0.083199024,-0.238090813,-0.022908445,-0.191564918,-0.266961336,-0.053632047,-0.257226169,-0.214886546,-0.068327375,-0.301247716,-0.149893433,-0.071867518,-0.069023371,-0.213735401,-0.043319832,-0.168706536,-0.225162625,-0.0731721,-0.229549229,-0.194840819,-0.08368966,-0.27175048,-0.150935709,-0.085050061,0.089124769,-0.058932424,-0.000807054,0.156232774,-0.122797668,-0.030088143,0.210029959,-0.155030906,-0.062240841,0.228514552,-0.154840648,-0.094043346,0.099250555,-0.254924774,-0.0770221,0.13853091,-0.35339278,-0.129134753,0.164528906,-0.42170611,-0.158887097,0.169724792,-0.47602129,-0.174283484,0.065097332,-0.23216039,-0.098503613,0.183569938,-0.206615627,-0.140447208,0.197799503,-0.116597593,-0.132245684,0.17356959,-0.07700938,-0.118640573,0.041049957,-0.161033571,-0.118029447,0.171199619,-0.127899289,-0.152596602,0.176355838,-0.055799723,-0.118904577,0.144578278,-0.041733444,-0.086768241,0.033531904,-0.081777513,-0.137628341,0.139399707,-0.06964612,-0.149115229,0.158548265,-0.033677459,-0.116038466,0.138263583,-0.017377317,-0.087285043
